epoch,train_loss,val_loss,val_acc,val_macro_f1,lr
1,0.18517801884029592,0.17015280127525328,0.48877284595300263,0.4155070815930334,0.0003333333333333333
2,0.17128629327884742,0.16838052620490393,0.6015665796344648,0.6015626682998885,0.0006666666666666666
3,0.1692432494035789,0.16529304857055346,0.5383812010443865,0.508658541399159,0.001
4,0.16797915707741465,0.1691816084086895,0.45691906005221933,0.338229821259583,0.000962962962962963
5,0.16767409731234822,0.16666753341754278,0.5530026109660574,0.5351783587591448,0.000925925925925926
6,0.16702664558376584,0.16492900451024373,0.5347258485639687,0.5021293358135464,0.0008888888888888888
7,0.16605521621448652,0.16606225396196048,0.5195822454308094,0.4762196963751002,0.0008518518518518519
